OP_Name,Instance,Status,ColorTime,LabellingTime,UsingMIP,UsingPolyColors,Notes,TotalTime,Solution
"OP(34,3,3)",0,Solved,1.6777,0.1550,false,false," 10",1.9765,"(\infty_1, (17,1), (13,1), \infty_2, (3,2), (5,1), (4,2), (9,1), (12,2), (0,1), (1,1), (11,2), (7,2), (1,2), (8,2), (7,1), (14,1), (16,1), (11,1), (17,2), (15,2), (10,1), (14,2), (13,2), (6,1), (15,1), (18,1), (12,1), (4,1), (6,2), (9,2), (18,2), (3,1), (16,2)) ((5,2), (0,2), (8,1)) ((10,2), (2,2), (2,1)) "
"OP(33,4,3)",0,Solved,0.4698,0.0660,false,false," 17",0.5505,"(\infty_1, (12,1), (0,1), \infty_2, (2,2), (1,1), (5,2), (2,1), (12,2), (4,1), (3,1), (9,2), (16,2), (18,2), (0,2), (14,1), (6,2), (6,1), (16,1), (10,2), (11,1), (8,1), (17,2), (1,2), (5,1), (18,1), (7,1), (9,1), (13,1), (8,2), (13,2), (7,2), (11,2)) ((14,2), (4,2), (15,2), (17,1)) ((3,2), (10,1), (15,1)) "
"OP(32,5,3)",0,Solved,0.4027,0.0350,false,false," 14",0.4937,"(\infty_1, (8,1), (14,1), \infty_2, (0,2), (17,1), (6,2), (16,1), (11,2), (5,1), (3,1), (7,2), (10,2), (12,2), (1,2), (7,1), (3,2), (0,1), (9,1), (16,2), (4,1), (1,1), (2,2), (8,2), (10,1), (18,1), (11,1), (6,1), (2,1), (13,2), (17,2), (5,2)) ((13,1), (4,2), (18,2), (9,2), (12,1)) ((15,2), (14,2), (15,1)) "
"OP(32,4,4)",0,Solved,0.4698,0.0600,false,false," 0",0.5336,"(\infty_1, (0,1), (1,1), \infty_2, (1,2), (2,1), (4,2), (3,1), (10,2), (14,1), (4,1), (12,2), (17,2), (18,2), (16,2), (5,1), (9,2), (6,1), (9,1), (0,2), (10,1), (8,1), (5,2), (8,2), (13,1), (7,1), (15,1), (11,1), (18,1), (11,2), (7,2), (13,2)) ((16,1), (2,2), (14,2), (3,2)) ((12,1), (6,2), (15,2), (17,1)) "
"OP(31,6,3)",0,Solved,0.4027,0.1010,false,false," 2",0.5697,"(\infty_1, (13,1), (3,1), \infty_2, (1,2), (1,1), (0,2), (8,1), (12,2), (7,1), (2,1), (9,2), (4,2), (10,2), (18,2), (12,1), (16,1), (5,1), (17,1), (6,2), (15,2), (14,1), (5,2), (8,2), (18,1), (15,1), (9,1), (11,1), (10,1), (13,2), (11,2)) ((2,2), (6,1), (3,2), (7,2), (14,2), (0,1)) ((16,2), (17,2), (4,1)) "
"OP(31,5,4)",0,Solved,0.4698,0.0640,false,false," 0",0.5279,"(\infty_1, (0,1), (1,1), \infty_2, (1,2), (2,1), (4,2), (3,1), (10,2), (14,1), (4,1), (16,2), (18,2), (8,2), (13,2), (5,1), (9,2), (6,1), (9,1), (0,2), (10,1), (8,1), (6,2), (5,2), (13,1), (7,1), (15,1), (11,1), (18,1), (12,2), (15,2)) ((2,2), (16,1), (3,2), (11,2), (17,2)) ((12,1), (7,2), (14,2), (17,1)) "
"OP(31,3,3,3)",0,Solved,0.4027,0.0850,false,false," 14",0.5483,"(\infty_1, (8,1), (10,1), \infty_2, (15,2), (5,1), (9,2), (17,1), (4,2), (16,1), (2,1), (18,2), (13,2), (16,2), (17,2), (14,1), (11,1), (12,1), (4,1), (12,2), (2,2), (1,1), (14,2), (10,2), (15,1), (0,1), (6,1), (13,1), (3,1), (3,2), (11,2)) ((8,2), (18,1), (1,2)) ((6,2), (0,2), (7,1)) ((5,2), (7,2), (9,1)) "
"OP(30,7,3)",0,Solved,0.4027,0.1340,false,false," 4",0.5955,"(\infty_1, (1,1), (5,1), \infty_2, (1,2), (2,1), (4,2), (10,1), (5,2), (15,1), (6,1), (17,2), (6,2), (7,2), (3,2), (0,1), (8,1), (14,1), (7,1), (8,2), (15,2), (17,1), (10,2), (13,2), (9,1), (12,1), (13,1), (18,1), (16,1), (2,2)) ((18,2), (12,2), (4,1), (14,2), (16,2), (11,2), (11,1)) ((0,2), (9,2), (3,1)) "
"OP(30,6,4)",0,Solved,0.4027,0.0640,false,false," 0",0.5243,"(\infty_1, (0,1), (1,1), \infty_2, (1,2), (2,1), (4,2), (3,1), (10,2), (14,1), (4,1), (17,2), (11,2), (12,2), (16,2), (5,1), (9,2), (6,1), (9,1), (0,2), (10,1), (8,1), (6,2), (8,2), (13,1), (7,1), (15,1), (11,1), (18,1), (7,2)) ((13,2), (2,2), (16,1), (3,2), (15,2), (18,2)) ((12,1), (5,2), (14,2), (17,1)) "
"OP(30,5,5)",0,Solved,0.4027,0.0600,false,false," 9",0.5206,"(\infty_1, (12,1), (1,1), \infty_2, (11,2), (2,1), (1,2), (3,1), (4,2), (4,1), (5,1), (18,2), (13,2), (16,2), (10,2), (7,1), (14,1), (9,1), (18,1), (15,2), (14,2), (10,1), (17,2), (2,2), (0,1), (6,1), (8,1), (11,1), (15,1), (7,2)) ((8,2), (6,2), (13,1), (9,2), (0,2)) ((3,2), (16,1), (5,2), (12,2), (17,1)) "
